TimeStamp,Station.Number,Distance.from.36,Depth,Nitrate,Phosphate
2007-12,12,84.45,5,,
2007-12,13,78.54,5.5,23.83,2.3
2007-12,14,74.43,5,,
2007-12,15,69.99,10.5,22.88,2.28
2007-12,16,63.08,8,,
2007-12,17,58.89,7,,
2007-12,18,54.95,22.5,18.15,1.85
2007-12,20,51.45,13.5,,
2007-12,21,46.63,10,20.81,2.26
2007-12,22,43.92,10.5,,
2007-12,23,39.66,8.5,,
2007-12,24,37.09,6,23.28,3.16
2007-12,25,32.84,4.5,,
2007-12,26,28.76,4.5,,
2007-12,27,26.19,6,35.83,4.45
2007-12,28,23.57,8,,
2007-12,29,20.25,7,,
2007-12,29.5,17.56,8,,
2007-12,30,14.75,7,49.17,6.5
2007-12,31,10.61,7,,
2007-12,32,8.15,5.5,69.56,8.55
2007-12,33,6.81,6.5,,
2007-12,34,3.53,3.5,,
2007-12,35,1.66,3.5,,
2007-12,36,0,3.5,93.46,10.13
2007-12,649,132.94,5.5,39.02,1.87
2007-12,657,147.25,5.5,31.19,2.05
2008-01,21,46.63,9.5,27.5,2.84
2008-01,22,43.92,10.5,,
2008-01,23,39.66,9,,
2008-01,24,37.09,5.5,28.7,2.98
2008-01,25,32.84,5,,
2008-01,26,28.76,6,,
2008-01,27,26.19,7,49.71,5.28
2008-01,28,23.57,8,,
2008-01,29,20.25,8,,
2008-01,29.5,17.56,8.5,,
2008-01,30,14.75,7.5,39.27,4.55
2008-01,31,10.61,7.5,,
2008-01,32,8.15,7,47.32,5.22
2008-01,33,6.81,7.5,,
2008-01,34,3.53,5,,
2008-01,35,1.66,4.5,,
2008-01,36,0,4,61.51,6.12
2008-02,2,127.71,5.5,,
2008-02,3,125.32,7,46.96,2.41
2008-02,4,119.9,9.5,,
2008-02,5,115.63,6.5,,
2008-02,6,110.9,6.5,48.62,2.45
2008-02,7,104.98,8,,
2008-02,8,99.77,8,,
2008-02,9,96.79,16,49.08,2.78
2008-02,10,93.6,8.5,,
2008-02,11,89.77,8,,
2008-02,12,84.45,4.5,,
2008-02,13,78.54,5,39.06,2.72
2008-02,14,74.43,7,,
2008-02,15,69.99,12.5,40.11,2.76
2008-02,16,63.08,6,,
2008-02,17,58.89,6.5,,
2008-02,18,54.95,21.5,25.86,2.19
2008-02,20,51.45,11.5,,
2008-02,21,46.63,8.84,32.27666667,2.99
2008-02,22,43.92,9.173076923,,
2008-02,23,39.66,8.645833333,,
2008-02,24,37.09,5.214285714,35.87666667,3.366666667
2008-02,25,32.84,4.5,,
2008-02,26,28.76,5.5,,
2008-02,27,26.19,6,35.89666667,3.5
2008-02,28,23.57,7.390243902,,
2008-02,29,20.25,8,,
2008-02,29.5,17.56,7.674418605,,
2008-02,30,14.75,6.527777778,45.17666667,4.726666667
2008-02,31,10.61,6.868421053,,
2008-02,32,8.15,6.176470588,55.34666667,5.64
2008-02,33,6.81,7,,
2008-02,34,3.53,3.736842105,,
2008-02,35,1.66,4.181818182,,
2008-02,36,0,3.555555556,69.39666667,6.6
2008-02,649,132.94,6,36.11,2.36
2008-02,657,147.25,5.5,36.93,2.55
2008-03,2,127.71,5,,
2008-03,3,125.32,6.5,44.17,2.53
2008-03,4,119.9,9,,
2008-03,5,115.63,6,,
2008-03,6,110.9,5.5,43.71,2.44
2008-03,7,104.98,8,,
2008-03,8,99.77,8.5,,
2008-03,9,96.79,17,42.58,2.47
2008-03,10,93.6,9.5,,
2008-03,11,89.77,11,,
2008-03,12,84.45,4,,
2008-03,13,78.54,5,31.73,2.41
2008-03,14,74.43,7,,
2008-03,15,69.99,12,29.17,2.19
2008-03,16,63.08,7,,
2008-03,17,58.89,6.5,,
2008-03,18,54.95,18.5,22.25,1.86
2008-03,20,51.45,13,,
2008-03,21,46.63,9,19.335,2.175
2008-03,22,43.92,9.257142857,,
2008-03,23,39.66,7.75862069,,
2008-03,24,37.09,5.5,25.615,2.41
2008-03,25,32.84,4,,
2008-03,26,28.76,5.263157895,,
2008-03,27,26.19,5.761904762,17.7,2.62
2008-03,28,23.57,7,,
2008-03,29,20.25,7.259259259,,
2008-03,29.5,17.56,7.259259259,,
2008-03,30,14.75,6.260869565,12.975,3.375
2008-03,31,10.61,6.76,,
2008-03,32,8.15,5.5,14.76,4.165
2008-03,33,6.81,6.5,,
2008-03,34,3.53,3.1,,
2008-03,35,1.66,3.769230769,,
2008-03,36,0,3.272727273,21.505,5.69
2008-03,649,132.94,6,32.88,2.55
2008-03,657,147.25,5,34.71,2.86
2008-04,21,46.63,8.53125,4.98,1.39
2008-04,22,43.92,9.5,,
2008-04,23,39.66,7.75862069,,
2008-04,24,37.09,5.5,1.44,1.155
2008-04,25,32.84,4.266666667,,
2008-04,26,28.76,5.263157895,,
2008-04,27,26.19,6.84,0.01,2.015
2008-04,28,23.57,7.777777778,,
2008-04,29,20.25,7.75862069,,
2008-04,29.5,17.56,7.75862069,,
2008-04,30,14.75,6.541666667,0.01,2.645
2008-04,31,10.61,6.76,,
2008-04,32,8.15,5.761904762,0.01,3.175
2008-04,33,6.81,6.5,,
2008-04,34,3.53,3.272727273,,
2008-04,35,1.66,4,,
2008-04,36,0,3.5,10.89,5.165
2008-05,2,127.71,5.5,,
2008-05,3,125.32,7.5,35.81,1.84
2008-05,4,119.9,9,,
2008-05,5,115.63,7,,
2008-05,6,110.9,6.5,38.33,2.26
2008-05,7,104.98,8,,
2008-05,8,99.77,8.5,,
2008-05,9,96.79,18,33.15,2.39
2008-05,10,93.6,10,,
2008-05,11,89.77,7.5,,
2008-05,12,84.45,5,,
2008-05,13,78.54,5,21.94,2.12
2008-05,14,74.43,8,,
2008-05,15,69.99,12.5,19.3,2.09
2008-05,16,63.08,6.5,,
2008-05,17,58.89,7,,
2008-05,18,54.95,23.5,12.96,1.6
2008-05,20,51.45,7,,
2008-05,21,46.63,8.757575758,8.43,2.04
2008-05,22,43.92,9.527777778,,
2008-05,23,39.66,7.5,,
2008-05,24,37.09,5.055555556,3.535,2.1
2008-05,25,32.84,4.071428571,,
2008-05,26,28.76,5.055555556,,
2008-05,27,26.19,5.761904762,1.31,2.95
2008-05,28,23.57,7.038461538,,
2008-05,29,20.25,7.259259259,,
2008-05,29.5,17.56,7.535714286,,
2008-05,30,14.75,5.857142857,6.5,4.405
2008-05,31,10.61,6.045454545,,
2008-05,32,8.15,5.368421053,14.57,5.635
2008-05,33,6.81,6.045454545,,
2008-05,34,3.53,3.272727273,36.73,7.7
2008-05,35,1.66,4.5,,
2008-05,36,0,3.5,35.01,8.31
2008-05,649,132.94,6,37.39,1.97
2008-05,657,147.25,5.5,39.97,2.88
2008-06,2,127.71,5.5,,
2008-06,3,125.32,7,46.5,2.43
2008-06,4,119.9,9.5,,
2008-06,5,115.63,6.5,,
2008-06,6,110.9,6.5,45.15,2.57
2008-06,7,104.98,10,,
2008-06,8,99.77,8.5,,
2008-06,9,96.79,16,39.02,2.66
2008-06,10,93.6,10,,
2008-06,11,89.77,8,,
2008-06,12,84.45,5,,
2008-06,13,78.54,5.5,23.97,2.31
2008-06,14,74.43,7.5,,
2008-06,15,69.99,12.5,22.43,2.19
2008-06,16,63.08,7.5,,
2008-06,17,58.89,7,,
2008-06,18,54.95,22.5,23.63,2.33
2008-06,20,51.45,14,,
2008-06,21,46.63,9,22.35,2.47
2008-06,22,43.92,10,,
2008-06,23,39.66,7.5,,
2008-06,24,37.09,5.5,17.53,2.89
2008-06,25,32.84,4,,
2008-06,26,28.76,5,,
2008-06,27,26.19,5.5,17.1,4.98
2008-06,28,23.57,7,,
2008-06,29,20.25,7,,
2008-06,29.5,17.56,6.5,,
2008-06,30,14.75,5,16.22,5.82
2008-06,31,10.61,5.5,,
2008-06,32,8.15,5,45.14,9.57
2008-06,33,6.81,6,,
2008-06,34,3.53,4,78.68,12.71
2008-06,649,132.94,6,45.75,2.46
2008-06,657,147.25,5.5,30.05,2.36
2008-07,2,127.71,5.5,,
2008-07,3,125.32,6,40.25,2.5
2008-07,4,119.9,8.5,,
2008-07,5,115.63,6.5,,
2008-07,6,110.9,6.5,40.39,2.67
2008-07,7,104.98,7.5,,
2008-07,8,99.77,8.5,,
2008-07,9,96.79,17.5,37.1,2.77
2008-07,10,93.6,9.5,,
2008-07,11,89.77,9,,
2008-07,12,84.45,5,,
2008-07,13,78.54,5.5,27.04,2.64
2008-07,14,74.43,8,,
2008-07,15,69.99,12,26.6,2.66
2008-07,16,63.08,8,,
2008-07,17,58.89,7.5,,
2008-07,18,54.95,22,13.71,1.78
2008-07,20,51.45,14,,
2008-07,21,46.63,8.757575758,22.345,2.865
2008-07,22,43.92,10.25641026,,
2008-07,23,39.66,8.258064516,,
2008-07,24,37.09,5.5,24.255,3.79
2008-07,25,32.84,4.764705882,,
2008-07,26,28.76,5.5,,
2008-07,27,26.19,6,16.22,5.71
2008-07,28,23.57,7.259259259,,
2008-07,29,20.25,7.259259259,,
2008-07,29.5,17.56,7.75862069,,
2008-07,30,14.75,5.857142857,16.785,7.705
2008-07,31,10.61,6.045454545,,
2008-07,32,8.15,5.263157895,32.9,10.42
2008-07,33,6.81,6.045454545,,
2008-07,34,3.53,3.5,79.82,16.78
2008-07,35,1.66,4.5,,
2008-07,36,0,3.5,43.21,11.37
2008-07,649,132.94,5.5,38.08,2.3
2008-07,657,147.25,5.5,24.78,2.16
2008-08,2,127.71,6,,
2008-08,3,125.32,7,26.44,1.72
2008-08,4,119.9,9.5,,
2008-08,5,115.63,6.5,,
2008-08,6,110.9,6.5,30.6,2.17
2008-08,7,104.98,9,,
2008-08,8,99.77,8.5,,
2008-08,9,96.79,17.5,33.42,2.64
2008-08,10,93.6,9.5,,
2008-08,11,89.77,11.5,,
2008-08,12,84.45,5.5,,
2008-08,13,78.54,5.5,31.37,3.36
2008-08,14,74.43,8,,
2008-08,15,69.99,12.5,30.59,3.37
2008-08,16,63.08,6.5,,
2008-08,17,58.89,7.5,,
2008-08,18,54.95,23,21.61,2.6
2008-08,20,51.45,14.5,,
2008-08,21,46.63,8.757575758,23.4,3.32
2008-08,22,43.92,9.257142857,,
2008-08,23,39.66,7.259259259,,
2008-08,24,37.09,5.857142857,25.7,4.46
2008-08,25,32.84,4.764705882,,
2008-08,26,28.76,5.55,,
2008-08,27,26.19,6.045454545,13.635,5.815
2008-08,28,23.57,7.259259259,,
2008-08,29,20.25,7.75862069,,
2008-08,29.5,17.56,7.535714286,,
2008-08,30,14.75,6.541666667,8.43,5.93
2008-08,31,10.61,6.260869565,,
2008-08,32,8.15,6.045454545,10.32,6.785
2008-08,33,6.81,6.260869565,,
2008-08,34,3.53,3.923076923,,
2008-08,35,1.66,3.769230769,,
2008-08,36,0,3.769230769,33.145,11.845
2008-08,649,132.94,6,26.2,1.69
2008-08,657,147.25,4.5,20.49,1.59
2008-09,2,127.71,6,,
2008-09,3,125.32,6.5,27.53,2.2
2008-09,4,119.9,9.5,,
2008-09,5,115.63,6.5,,
2008-09,6,110.9,7,29.9,2.58
2008-09,7,104.98,8,,
2008-09,8,99.77,8.5,,
2008-09,9,96.79,13,31.85,2.65
2008-09,10,93.6,10,,
2008-09,11,89.77,12,,
2008-09,12,84.45,5.5,,
2008-09,13,78.54,5.5,22.65,3.07
2008-09,14,74.43,8.5,,
2008-09,15,69.99,13,22.98,3.04
2008-09,16,63.08,7,,
2008-09,17,58.89,7.5,,
2008-09,18,54.95,24,14.69,2.26
2008-09,20,51.45,14.5,,
2008-09,21,46.63,9.5,18.945,2.99
2008-09,22,43.92,9.810810811,,
2008-09,23,39.66,8.258064516,,
2008-09,24,37.09,5.761904762,23.65,4.605
2008-09,25,32.84,4.5625,,
2008-09,26,28.76,5.55,,
2008-09,27,26.19,6.260869565,10.215,7.215
2008-09,28,23.57,7.535714286,,
2008-09,29,20.25,7.75862069,,
2008-09,29.5,17.56,7.535714286,,
2008-09,30,14.75,7.038461538,0.94,8.015
2008-09,31,10.61,6.76,,
2008-09,32,8.15,5.761904762,2.73,8.735
2008-09,33,6.81,6.260869565,,
2008-09,34,3.53,3.272727273,12.96,12.31
2008-09,35,1.66,4,,
2008-09,36,0,3.5,5.74,10.77
2008-09,649,132.94,6,26.79,2.08
2008-09,657,147.25,6,25.54,2.19
2008-10,2,127.71,6,,
2008-10,3,125.32,7.5,32.09,2.43
2008-10,4,119.9,9.5,,
2008-10,5,115.63,6.5,,
2008-10,6,110.9,6.5,30.73,2.68
2008-10,7,104.98,8.5,,
2008-10,8,99.77,8.5,,
2008-10,9,96.79,16,24.54,2.53
2008-10,10,93.6,10,,
2008-10,11,89.77,8,,
2008-10,12,84.45,5.5,,
2008-10,13,78.54,5.5,20.89,2.85
2008-10,14,74.43,8.5,,
2008-10,15,69.99,13,20.88,2.92
2008-10,16,63.08,8,,
2008-10,17,58.89,7.5,,
2008-10,18,54.95,23.5,20.07,2.26
2008-10,20,51.45,14,,
2008-10,21,46.63,9.257142857,34.515,5.57
2008-10,22,43.92,10.25641026,,
2008-10,23,39.66,8,,
2008-10,24,37.09,5.5,47.415,9.755
2008-10,25,32.84,4.5,,
2008-10,26,28.76,5.5,,
2008-10,27,26.19,6.5,13.61,8.02
2008-10,28,23.57,7.75862069,,
2008-10,29,20.25,7.75862069,,
2008-10,29.5,17.56,7.5,,
2008-10,30,14.75,6.541666667,13.365,9.095
2008-10,31,10.61,6.260869565,,
2008-10,32,8.15,5.55,16.2,7.04
2008-10,33,6.81,6,,
2008-10,34,3.53,3.5,,
2008-10,35,1.66,3.769230769,,
2008-10,36,0,3,41.19,9.35
2008-10,649,132.94,6.5,33.51,2.48
2008-10,657,147.25,6,33.5,2.15
2008-11,2,127.71,5.5,,
2008-11,3,125.32,7.5,40.04,3.14
2008-11,4,119.9,9,,
2008-11,5,115.63,6.5,,
2008-11,6,110.9,6,38.62,3.17
2008-11,7,104.98,7.5,,
2008-11,8,99.77,8.5,,
2008-11,9,96.79,14.5,35.43,3.14
2008-11,10,93.6,9,,
2008-11,11,89.77,11.5,,
2008-11,12,84.45,5,,
2008-11,13,78.54,5.5,29.12,2.87
2008-11,14,74.43,7.5,,
2008-11,15,69.99,12.5,26.35,2.71
2008-11,16,63.08,7.5,,
2008-11,17,58.89,7.5,,
2008-11,18,54.95,21,19.61,2.4
2008-11,20,51.45,13,,
2008-11,21,46.63,9.5,22.28,2.645
2008-11,22,43.92,10.25641026,,
2008-11,23,39.66,8,,
2008-11,24,37.09,5.055555556,26.37,4.785
2008-11,25,32.84,4.5,,
2008-11,26,28.76,5.5,,
2008-11,27,26.19,6.045454545,24.41,7.58
2008-11,28,23.57,7.5,,
2008-11,29,20.25,8,,
2008-11,29.5,17.56,7.75862069,,
2008-11,30,14.75,6.76,29.4,8.685
2008-11,31,10.61,6.541666667,,
2008-11,32,8.15,5.5,37.985,10.09
2008-11,33,6.81,6.5,,
2008-11,34,3.53,3.5,,
2008-11,35,1.66,4.266666667,,
2008-11,36,0,3.5,52.475,11.225
2008-11,649,132.94,6.5,40.22,3.16
2008-11,657,147.25,6,34.18,3.51
2008-12,2,127.71,6,,
2008-12,3,125.32,7,46.91,2.53
2008-12,4,119.9,10,,
2008-12,5,115.63,6.5,,
2008-12,6,110.9,6.5,42.36,2.54
2008-12,7,104.98,8.5,,
2008-12,8,99.77,9,,
2008-12,9,96.79,14,38.85,2.49
2008-12,10,93.6,9.5,,
2008-12,11,89.77,8.5,,
2008-12,12,84.45,5.5,,
2008-12,13,78.54,5.5,27.74,2.64
2008-12,14,74.43,8.5,,
2008-12,15,69.99,13,28.47,2.51
2008-12,16,63.08,7.5,,
2008-12,17,58.89,7.5,,
2008-12,18,54.95,23,22.79,2.35
2008-12,20,51.45,15,,
2008-12,21,46.63,9.5,24.15,2.61
2008-12,22,43.92,10.5,,
2008-12,23,39.66,8,,
2008-12,24,37.09,5.5,30.59,4.58
2008-12,25,32.84,4.5,,
2008-12,26,28.76,5.5,,
2008-12,27,26.19,6.5,36.24,6.1
2008-12,28,23.57,7.5,,
2008-12,29,20.25,7.5,,
2008-12,29.5,17.56,7.5,,
2008-12,30,14.75,6.5,39.04,7.12
2008-12,31,10.61,6.5,,
2008-12,32,8.15,5.5,48.97,8.27
2008-12,33,6.81,6.5,,
2008-12,34,3.53,3.5,,
2008-12,35,1.66,3.5,,
2008-12,36,0,3,91.67,10.79
2008-12,649,132.94,6.5,47.99,2.46
2008-12,657,147.25,4.5,45.27,2.94
2009-01,2,127.71,6.5,,
2009-01,3,125.32,7,47.64,2.38
2009-01,4,119.9,10,,
2009-01,5,115.63,7,,
2009-01,6,110.9,6.5,44.82,2.34
2009-01,7,104.98,8.5,,
2009-01,8,99.77,9.5,,
2009-01,9,96.79,19,40.04,2.25
2009-01,10,93.6,9.5,,
2009-01,11,89.77,7.5,,
2009-01,12,84.45,5.5,,
2009-01,13,78.54,5.5,30.61,2.58
2009-01,14,74.43,8.5,,
2009-01,15,69.99,13,30.07,2.56
2009-01,16,63.08,8,,
2009-01,17,58.89,7.5,,
2009-01,18,54.95,24,22.82,2.11
2009-01,20,51.45,14.5,,
2009-01,21,46.63,9.5,25.79,2.54
2009-01,22,43.92,10.5,,
2009-01,23,39.66,8,,
2009-01,24,37.09,5.5,32.56,4.21
2009-01,25,32.84,4.5,,
2009-01,26,28.76,5.5,,
2009-01,27,26.19,6.5,38.8,5.79
2009-01,28,23.57,7.5,,
2009-01,29,20.25,8,,
2009-01,29.5,17.56,7.5,,
2009-01,30,14.75,6,48.34,6.53
2009-01,31,10.61,6.5,,
2009-01,32,8.15,5.5,67.68,7.62
2009-01,33,6.81,6,,
2009-01,34,3.53,3.5,,
2009-01,35,1.66,4,,
2009-01,36,0,3.5,92.66,8.55
2009-01,649,132.94,6.5,48.25,2.42
2009-01,657,147.25,6,41.51,2.75
2009-02,2,127.71,6,,
2009-02,3,125.32,7.5,51.11,3.15
2009-02,4,119.9,10,,
2009-02,5,115.63,7,,
2009-02,6,110.9,6.5,49.32,3.33
2009-02,7,104.98,8.5,,
2009-02,8,99.77,8.5,,
2009-02,9,96.79,13,40.85,3.14
2009-02,10,93.6,12.5,,
2009-02,11,89.77,8,,
2009-02,12,84.45,5.5,,
2009-02,13,78.54,6,29.53,2.77
2009-02,14,74.43,8,,
2009-02,15,69.99,13.5,28.96,2.76
2009-02,16,63.08,7,,
2009-02,17,58.89,7,,
2009-02,18,54.95,27.5,20.3,2.25
2009-02,20,51.45,14,,
2009-02,21,46.63,9.339622642,30.44333333,3.92
2009-02,22,43.92,10.17241379,,
2009-02,23,39.66,8.173913043,,
2009-02,24,37.09,5.344827586,31.92,4.22
2009-02,25,32.84,4.347826087,,
2009-02,26,28.76,5.5,,
2009-02,27,26.19,6.176470588,39.52,5.816666667
2009-02,28,23.57,7.697674419,,
2009-02,29,20.25,8,,
2009-02,29.5,17.56,7.840909091,,
2009-02,30,14.75,6.702702703,45.25,6.38
2009-02,31,10.61,6.342857143,,
2009-02,32,8.15,5.677419355,55.64666667,7.19
2009-02,33,6.81,6.342857143,,
2009-02,34,3.53,3.85,63.095,7.89
2009-02,35,1.66,4,,
2009-02,36,0,3.769230769,67.17,7.18
2009-02,649,132.94,6.5,50.18,3.45
2009-02,657,147.25,6,33.95,3.54
2009-03,2,127.71,6,,
2009-03,3,125.32,7,30.77,1.16
2009-03,4,119.9,9,,
2009-03,5,115.63,6,,
2009-03,6,110.9,6,31.9,1.27
2009-03,7,104.98,7.5,,
2009-03,8,99.77,8,,
2009-03,9,96.79,14,34.65,1.45
2009-03,10,93.6,10.5,,
2009-03,11,89.77,10,,
2009-03,12,84.45,4.5,,
2009-03,13,78.54,5,31.25,1.4
2009-03,14,74.43,7.5,,
2009-03,15,69.99,12,31.55,1.36
2009-03,16,63.08,7.5,,
2009-03,17,58.89,7.5,,
2009-03,18,54.95,21,20.43,1
2009-03,20,51.45,14,,
2009-03,21,46.63,9.518518519,20.62666667,1.57
2009-03,22,43.92,10.01754386,,
2009-03,23,39.66,8.340425532,22.18,1.36
2009-03,24,37.09,5.677419355,27.09666667,2.286666667
2009-03,25,32.84,4.68,,
2009-03,26,28.76,5.84375,,
2009-03,27,26.19,6.842105263,32.51333333,3.126666667
2009-03,28,23.57,7.840909091,,
2009-03,29,20.25,8.195652174,,
2009-03,29.5,17.56,8.022222222,,
2009-03,30,14.75,6.842105263,34.18666667,3.936666667
2009-03,31,10.61,7.175,,
2009-03,32,8.15,6.176470588,34.93,4.256666667
2009-03,33,6.81,6.842105263,,
2009-03,34,3.53,3.684210526,22.33,3.46
2009-03,35,1.66,4.347826087,,
2009-03,36,0,3.352941176,47.85333333,5.363333333
2009-03,649,132.94,6.5,24.14,1.13
2009-03,657,147.25,6,21.86,1.67
2009-04,2,127.71,5.5,,
2009-04,3,125.32,6.5,35.03,1.61
2009-04,4,119.9,8.5,,
2009-04,5,115.63,6,,
2009-04,6,110.9,6,40.18,1.88
2009-04,7,104.98,7.5,,
2009-04,8,99.77,8,,
2009-04,9,96.79,15.5,37.65,1.89
2009-04,10,93.6,9,,
2009-04,11,89.77,10.5,,
2009-04,12,84.45,4.5,,
2009-04,13,78.54,5,32.29,1.72
2009-04,14,74.43,7.5,,
2009-04,15,69.99,11.5,28.46,1.54
2009-04,16,63.08,6.5,,
2009-04,17,58.89,6.5,,
2009-04,18,54.95,22,24.06,1.17
2009-04,20,51.45,13,,
2009-04,21,46.63,9.314285714,21.715,1.57
2009-04,22,43.92,10.10526316,,
2009-04,23,39.66,8.258064516,,
2009-04,24,37.09,5.761904762,19.465,1.7
2009-04,25,32.84,4.5625,,
2009-04,26,28.76,5.761904762,,
2009-04,27,26.19,6.260869565,19.98,2.375
2009-04,28,23.57,7.535714286,,
2009-04,29,20.25,8.033333333,,
2009-04,29.5,17.56,7.827586207,,
2009-04,30,14.75,7.038461538,18.36,2.735
2009-04,31,10.61,6.347826087,,
2009-04,32,8.15,5.857142857,20.245,3.235
2009-04,33,6.81,6.260869565,,
2009-04,34,3.53,3.5,,
2009-04,35,1.66,4,,
2009-04,36,0,3.272727273,47.125,5.515
2009-04,649,132.94,6,25.53,1.3
2009-04,657,147.25,6,17.2,1.23
2009-05,2,127.71,5.5,,
2009-05,3,125.32,6.5,21.95,1.13
2009-05,4,119.9,9,,
2009-05,5,115.63,6,,
2009-05,6,110.9,6,32.96,2.39
2009-05,7,104.98,8,,
2009-05,8,99.77,8.5,,
2009-05,9,96.79,17,32.54,2.36
2009-05,10,93.6,9,,
2009-05,11,89.77,7.5,,
2009-05,12,84.45,4.5,,
2009-05,13,78.54,4.5,26.94,2.3
2009-05,14,74.43,8,,
2009-05,15,69.99,12,39.09,3.96
2009-05,16,63.08,7.5,,
2009-05,17,58.89,7,,
2009-05,18,54.95,19.5,25.85,2.31
2009-05,20,51.45,13.5,,
2009-05,21,46.63,9.257142857,17.135,1.48
2009-05,22,43.92,9.810810811,,
2009-05,23,39.66,8.258064516,,
2009-05,24,37.09,5.761904762,28.84,2.865
2009-05,25,32.84,4.764705882,,
2009-05,26,28.76,5.761904762,,
2009-05,27,26.19,6.260869565,25.995,3.44
2009-05,28,23.57,7.5,,
2009-05,29,20.25,8.258064516,,
2009-05,29.5,17.56,7.75862069,,
2009-05,30,14.75,6.76,14.23,2.665
2009-05,31,10.61,6.5,,
2009-05,32,8.15,5.761904762,17.065,3.55
2009-05,33,6.81,6,,
2009-05,34,3.53,3.923076923,,
2009-05,35,1.66,4.071428571,,
2009-05,36,0,3.272727273,48.135,8.84
2009-05,649,132.94,6,19.82,1.13
2009-05,657,147.25,5.5,15.68,1.31
2009-06,2,127.71,5.5,,
2009-06,3,125.32,7,24.36,1.44
2009-06,4,119.9,9,,
2009-06,5,115.63,6.5,,
2009-06,6,110.9,6.5,28.27,1.73
2009-06,7,104.98,8,,
2009-06,8,99.77,8.5,,
2009-06,9,96.79,15.5,27.97,1.94
2009-06,10,93.6,9,,
2009-06,11,89.77,10.5,,
2009-06,12,84.45,5,,
2009-06,13,78.54,5,22.62,2.55
2009-06,14,74.43,8,,
2009-06,15,69.99,12,21.17,2.44
2009-06,16,63.08,6.5,,
2009-06,17,58.89,7,,
2009-06,18,54.95,23.5,17.13,2.22
2009-06,20,51.45,13.5,,
2009-06,21,46.63,9,24.95,3.465
2009-06,22,43.92,9.756756757,,
2009-06,23,39.66,7.5,24.91,3.49
2009-06,24,37.09,5.263157895,27.505,4.35
2009-06,25,32.84,4.071428571,,
2009-06,26,28.76,4.764705882,,
2009-06,27,26.19,6.045454545,32.935,6.295
2009-06,28,23.57,7.038461538,,
2009-06,29,20.25,7.038461538,,
2009-06,29.5,17.56,7,,
2009-06,30,14.75,6.045454545,37.085,7.19
2009-06,31,10.61,6,,
2009-06,32,8.15,5.55,46.325,9.005
2009-06,33,6.81,5.761904762,,
2009-06,34,3.53,3.583333333,51.625,10.25
2009-06,35,1.66,4,,
2009-06,36,0,3.5,62.77,11.8
2009-06,649,132.94,6.5,25.25,1.33
2009-06,657,147.25,5.5,25.54,1.58
2009-07,2,127.71,6,,
2009-07,3,125.32,6.5,23.35,1.82
2009-07,4,119.9,9,,
2009-07,5,115.63,6.5,,
2009-07,6,110.9,6.5,26.53,2.24
2009-07,7,104.98,8,,
2009-07,8,99.77,8.5,,
2009-07,9,96.79,13.5,22.31,2.37
2009-07,10,93.6,9.5,,
2009-07,11,89.77,12,,
2009-07,12,84.45,5,,
2009-07,13,78.54,5.5,14.83,2.36
2009-07,14,74.43,8,,
2009-07,15,69.99,12,15.71,2.3
2009-07,16,63.08,7,,
2009-07,17,58.89,7,,
2009-07,18,54.95,24.5,18.87,2.27
2009-07,20,51.45,14,,
2009-07,21,46.63,9,18.365,2.515
2009-07,22,43.92,9.527777778,,
2009-07,23,39.66,7.75862069,,
2009-07,24,37.09,5.263157895,27.345,4.9
2009-07,25,32.84,4.5,,
2009-07,26,28.76,5.263157895,,
2009-07,27,26.19,6.045454545,24.26,7.015
2009-07,28,23.57,6.347826087,,
2009-07,29,20.25,7.535714286,,
2009-07,29.5,17.56,7.038461538,,
2009-07,30,14.75,5.857142857,23.975,8.135
2009-07,31,10.61,6.045454545,,
2009-07,32,8.15,5.368421053,34.91,10.735
2009-07,33,6.81,5.857142857,,
2009-07,34,3.53,2.5,76.56,16.43
2009-07,35,1.66,4,,
2009-07,36,0,3,50.06,12.77
2009-07,649,132.94,6,18.36,1.33
2009-07,657,147.25,5,10.64,0.95
2009-08,2,127.71,5.5,,
2009-08,3,125.32,6.5,15.9,1.6
2009-08,4,119.9,9.5,,
2009-08,5,115.63,5.5,,
2009-08,6,110.9,6,21.32,2.11
2009-08,7,104.98,7.5,,
2009-08,8,99.77,8.5,,
2009-08,9,96.79,14,24.4,2.57
2009-08,10,93.6,10,,
2009-08,11,89.77,11,,
2009-08,12,84.45,5,,
2009-08,13,78.54,6,22.96,2.92
2009-08,14,74.43,8,,
2009-08,15,69.99,12,22.42,2.91
2009-08,16,63.08,7.5,,
2009-08,17,58.89,6.5,,
2009-08,18,54.95,18,17.42,2.44
2009-08,20,51.45,14,,
2009-08,21,46.63,9,23.715,3.285
2009-08,22,43.92,10,,
2009-08,23,39.66,7.75862069,,
2009-08,24,37.09,5.5,28.415,5.085
2009-08,25,32.84,4.764705882,,
2009-08,26,28.76,5.263157895,,
2009-08,27,26.19,6.260869565,22.75,6.845
2009-08,28,23.57,7.259259259,,
2009-08,29,20.25,7.827586207,,
2009-08,29.5,17.56,7.75862069,,
2009-08,30,14.75,6.541666667,22.105,8.38
2009-08,31,10.61,5.761904762,,
2009-08,32,8.15,5.5,15.205,7.82
2009-08,33,6.81,6.5,,
2009-08,34,3.53,3.769230769,,
2009-08,35,1.66,4.266666667,,
2009-08,36,0,3.272727273,29.905,10.87
2009-08,649,132.94,6,16.66,1.59
2009-08,657,147.25,4.5,11.18,1.51
